latitude,longitude,acq_date,acq_time,confidence
-17.7685,131.1316,11/8/2000,201,76
-17.7786,131.1302,11/8/2000,201,67
-17.3341,127.5304,11/8/2000,201,62
-17.3355,127.5398,11/8/2000,201,66
-17.3421,127.5227,11/8/2000,201,39
-17.3511,127.5213,11/8/2000,201,73
-17.3525,127.5306,11/8/2000,201,40
-17.3615,127.5292,11/8/2000,201,55
-17.3629,127.5386,11/8/2000,201,78
-17.3643,127.5479,11/8/2000,201,65
-17.3657,127.5573,11/8/2000,201,22
-17.3926,127.553,11/8/2000,201,22
-17.4002,127.5422,11/8/2000,201,42
-17.4078,127.5314,11/8/2000,201,49
-17.4092,127.5408,11/8/2000,201,55
-17.4892,127.2752,11/8/2000,201,79
-17.4657,126.9976,11/8/2000,201,83
-17.4671,127.0072,11/8/2000,201,99
-17.5044,127.2535,11/8/2000,201,74
-17.5058,127.2629,11/8/2000,201,84
-17.8126,128.7997,11/8/2000,201,69
-17.5476,126.9296,11/8/2000,201,57
-17.6439,127.1379,11/8/2000,201,46
-17.6515,127.1303,11/8/2000,201,59
-17.6534,127.0816,11/8/2000,201,62
-17.6548,127.091,11/8/2000,201,74
-18.3506,131.3947,11/8/2000,201,40
-18.3522,131.4075,11/8/2000,201,79
-18.3538,131.4204,11/8/2000,201,32
-18.3578,131.3676,11/8/2000,201,87
-18.3594,131.3804,11/8/2000,201,40
-18.3626,131.4061,11/8/2000,201,71
-18.3642,131.419,11/8/2000,201,91
-18.3746,131.4176,11/8/2000,201,96
-18.3763,131.4305,11/8/2000,201,34
-18.3779,131.4435,11/8/2000,201,100
-18.3795,131.4564,11/8/2000,201,91
-18.3851,131.4162,11/8/2000,201,70
-18.3867,131.4291,11/8/2000,201,32
-17.8289,126.9627,11/8/2000,201,68
-18.4654,131.4119,11/8/2000,201,48
-18.1587,128.8372,11/8/2000,201,71
-18.1623,128.797,11/8/2000,201,94
-18.1637,128.8067,11/8/2000,201,100
-18.1651,128.8164,11/8/2000,201,90
-18.1665,128.8261,11/8/2000,201,100
-18.1678,128.8358,11/8/2000,201,100
-18.1692,128.8455,11/8/2000,201,93
-18.1695,128.79,11/8/2000,201,90
-18.1722,128.8093,11/8/2000,201,79
-18.1736,128.819,11/8/2000,201,88
-18.1749,128.8287,11/8/2000,201,99
-18.1763,128.8384,11/8/2000,201,74
-18.1772,128.7789,11/8/2000,201,46
-18.1786,128.7886,11/8/2000,201,48
-18.195,128.7072,11/8/2000,201,79
-18.2028,128.6962,11/8/2000,201,77
-18.2119,128.6948,11/8/2000,201,84
-18.2132,128.7044,11/8/2000,201,90
-18.2223,128.703,11/8/2000,201,43
-18.5215,130.8923,11/8/2000,201,57
-18.523,130.9043,11/8/2000,201,43
-18.2463,128.6831,11/8/2000,201,64
-18.2477,128.6927,11/8/2000,201,37
-18.2631,128.6707,11/8/2000,201,66
-18.9784,134.3399,11/8/2000,201,94
-18.9939,134.3596,11/8/2000,201,100
-18.3687,128.7673,11/8/2000,201,41
-18.3724,128.7272,11/8/2000,201,59
-18.3737,128.7369,11/8/2000,201,83
-18.3751,128.7466,11/8/2000,201,87
-18.3765,128.7563,11/8/2000,201,83
-18.3778,128.766,11/8/2000,201,24
-18.3828,128.7355,11/8/2000,201,86
-18.3842,128.7452,11/8/2000,201,88
-18.3856,128.7549,11/8/2000,201,56
-18.3924,128.8035,11/8/2000,201,78
-18.4016,128.8021,11/8/2000,201,77
-18.4029,128.8118,11/8/2000,201,68
-18.4459,128.7294,11/8/2000,201,54
-18.5545,128.9163,11/8/2000,201,53
-18.5637,128.9149,11/8/2000,201,55
-18.812,130.1693,11/8/2000,201,29
-18.8135,130.1804,11/8/2000,201,76
-18.8152,130.1736,11/8/2000,201,73
-18.8166,130.1847,11/8/2000,201,52
-18.8249,130.1722,11/8/2000,201,73
-18.8263,130.1833,11/8/2000,201,100
-18.8278,130.1945,11/8/2000,201,97
-18.8215,130.0714,11/8/2000,201,62
-18.7133,128.9262,11/8/2000,201,82
-18.7147,128.9361,11/8/2000,201,68
-18.8802,130.1417,11/8/2000,201,59
-18.5574,127.5857,11/8/2000,201,54
-18.732,128.7372,11/8/2000,201,74
-18.8176,127.9183,11/8/2000,201,60
-19.0115,128.0503,11/8/2000,201,70
-19.2612,129.8552,11/8/2000,201,90
-19.2627,129.8661,11/8/2000,201,97
-19.2641,129.877,11/8/2000,201,100
-19.2656,129.8879,11/8/2000,201,95
-19.2665,129.8214,11/8/2000,201,90
-19.2679,129.8322,11/8/2000,201,75
-19.2694,129.843,11/8/2000,201,97
-19.2708,129.8538,11/8/2000,201,78
-19.2737,129.8756,11/8/2000,201,72
-20.0908,127.3122,11/8/2000,202,53
-21.2151,134.2693,11/8/2000,202,70
-21.2418,129.739,11/8/2000,202,83
-21.2516,129.7376,11/8/2000,202,77
-21.3199,129.7276,11/8/2000,202,37
-21.3211,129.721,11/8/2000,202,75
-21.3158,129.5269,11/8/2000,202,57
-21.3173,129.538,11/8/2000,202,43
-21.3333,129.6616,11/8/2000,202,71
-21.3347,129.6729,11/8/2000,202,71
-21.3362,129.6842,11/8/2000,202,65
-21.3377,129.6955,11/8/2000,202,57
-21.3391,129.7069,11/8/2000,202,81
-21.3406,129.7183,11/8/2000,202,99
-21.3421,129.7296,11/8/2000,202,85
-21.3435,129.7411,11/8/2000,202,82
-21.3357,129.6038,11/8/2000,202,53
-21.3371,129.615,11/8/2000,202,20
-21.3401,129.6376,11/8/2000,202,91
-21.3415,129.6489,11/8/2000,202,100
-21.343,129.6602,11/8/2000,202,100
-21.3445,129.6715,11/8/2000,202,73
-21.3459,129.6828,11/8/2000,202,100
-21.3474,129.6942,11/8/2000,202,100
-21.3489,129.7055,11/8/2000,202,100
-21.3504,129.7169,11/8/2000,202,100
-21.3518,129.7283,11/8/2000,202,100
-21.3533,129.7397,11/8/2000,202,100
-21.3548,129.7511,11/8/2000,202,99
-21.3322,129.5018,11/8/2000,202,35
-21.3513,129.6475,11/8/2000,202,100
-21.3527,129.6588,11/8/2000,202,100
-21.3542,129.6701,11/8/2000,202,100
-21.3557,129.6814,11/8/2000,202,100
-21.3572,129.6928,11/8/2000,202,100
-21.3586,129.7041,11/8/2000,202,90
-21.3601,129.7155,11/8/2000,202,100
-21.3616,129.7269,11/8/2000,202,100
-21.3788,129.7826,11/8/2000,202,100
-21.3803,129.7941,11/8/2000,202,100
-21.3818,129.8056,11/8/2000,202,100
-21.3826,129.7355,11/8/2000,202,53
-21.3841,129.7469,11/8/2000,202,59
-21.3901,129.7927,11/8/2000,202,73
-21.3916,129.8042,11/8/2000,202,100
-21.3931,129.8157,11/8/2000,202,100
-21.3946,129.8272,11/8/2000,202,100
-21.3961,129.8388,11/8/2000,202,90
-21.3969,129.7684,11/8/2000,202,76
-21.3984,129.7798,11/8/2000,202,81
-21.3999,129.7913,11/8/2000,202,89
-21.4014,129.8028,11/8/2000,202,92
-21.4029,129.8143,11/8/2000,202,93
-21.5515,130.4997,11/8/2000,202,53
-21.4982,129.8419,11/8/2000,202,72
-21.56,129.7677,11/8/2000,202,68
-21.5615,129.7792,11/8/2000,202,100
-21.563,129.7908,11/8/2000,202,100
-21.5645,129.8023,11/8/2000,202,93
-21.566,129.8139,11/8/2000,202,76
-21.5714,129.7778,11/8/2000,202,59
-21.5729,129.7894,11/8/2000,202,94
-21.5744,129.8009,11/8/2000,202,97
-21.5929,129.6985,11/8/2000,202,83
-21.5943,129.7099,11/8/2000,202,93
-21.5779,129.5042,11/8/2000,202,72
-21.6026,129.697,11/8/2000,202,80
-21.6041,129.7085,11/8/2000,202,97
-21.6056,129.72,11/8/2000,202,94
-21.6272,129.8109,11/8/2000,202,43
-21.6316,129.8459,11/8/2000,202,100
-21.6331,129.8576,11/8/2000,202,100
-21.6346,129.8693,11/8/2000,202,100
-21.6361,129.881,11/8/2000,202,100
-21.6031,129.5463,11/8/2000,202,80
-21.6252,129.7172,11/8/2000,202,82
-21.6266,129.7287,11/8/2000,202,97
-21.6281,129.7402,11/8/2000,202,72
-21.6415,129.8445,11/8/2000,202,67
-21.643,129.8562,11/8/2000,202,96
-21.6445,129.8679,11/8/2000,202,100
-21.646,129.8796,11/8/2000,202,100
-21.6364,129.7272,11/8/2000,202,68
-21.6484,129.8197,11/8/2000,202,67
-21.6299,129.6001,11/8/2000,202,74
-21.6508,129.6087,11/8/2000,202,89
-21.6523,129.62,11/8/2000,202,93
-21.6704,129.7576,11/8/2000,202,86
-21.6719,129.7692,11/8/2000,202,81
-21.6734,129.7807,11/8/2000,202,90
-21.6749,129.7923,11/8/2000,202,94
-21.6764,129.8039,11/8/2000,202,100
-21.6779,129.8156,11/8/2000,202,95
-22.6825,130.1201,11/8/2000,202,79
-22.7013,130.1047,11/8/2000,202,38
-22.7099,130.0909,11/8/2000,202,53
-21.1454,119.4739,11/8/2000,202,64
-21.1497,119.4969,11/8/2000,202,93
-21.1564,119.4886,11/8/2000,202,97
-21.8375,122.8317,11/8/2000,202,74
-21.7386,120.46,11/8/2000,202,76
-23.1759,129.5175,11/8/2000,202,88
-24.5183,127.9533,11/8/2000,203,91
-24.5197,127.9638,11/8/2000,203,100
-24.5219,127.9097,11/8/2000,203,100
-24.5233,127.9202,11/8/2000,203,100
-24.5276,127.9518,11/8/2000,203,100
-24.529,127.9623,11/8/2000,203,91
-24.5305,127.9729,11/8/2000,203,72
-24.5284,127.8873,11/8/2000,203,79
-24.5298,127.8978,11/8/2000,203,92
-24.5312,127.9083,11/8/2000,203,100
-24.5326,127.9188,11/8/2000,203,88
-24.5426,127.9925,11/8/2000,203,100
-24.5362,127.8754,11/8/2000,203,71
-24.5376,127.8858,11/8/2000,203,100
-24.5391,127.8963,11/8/2000,203,96
-24.5405,127.9068,11/8/2000,203,100
-24.5455,127.8739,11/8/2000,203,87
-24.5512,127.9159,11/8/2000,203,100
-24.5527,127.9264,11/8/2000,203,92
-24.5612,127.9892,11/8/2000,203,55
-24.5699,128.0531,11/8/2000,203,86
-24.5714,128.0638,11/8/2000,203,91
-24.5728,128.0744,11/8/2000,203,83
-24.5247,127.6542,11/8/2000,203,92
-24.5261,127.6645,11/8/2000,203,100
-24.5519,127.8515,11/8/2000,203,96
-24.5548,127.8724,11/8/2000,203,90
-24.5605,127.9144,11/8/2000,203,98
-24.5749,128.0196,11/8/2000,203,97
-24.5763,128.0302,11/8/2000,203,92
-24.5321,127.6571,11/8/2000,203,100
-24.5587,127.8547,11/8/2000,203,100
-24.5798,128.0126,11/8/2000,203,100
-24.6793,127.6488,11/8/2000,203,50
-24.6914,127.6681,11/8/2000,203,41
-24.6928,127.6784,11/8/2000,203,42
-24.7135,127.1674,11/8/2000,203,74
-22.6161,115.3298,11/8/2000,203,57
-24.7923,127.6666,11/8/2000,203,68
-24.8016,127.6652,11/8/2000,203,81
-24.7901,127.4607,11/8/2000,203,35
-22.616,115.3245,11/8/2000,203,56
-24.875,127.6687,11/8/2000,203,75
-24.8765,127.6791,11/8/2000,203,57
-25.1312,129.6304,11/8/2000,203,91
-24.9426,127.7689,11/8/2000,203,79
-24.944,127.7794,11/8/2000,203,80
-24.9533,127.7779,11/8/2000,203,85
-24.9926,127.8578,11/8/2000,203,92
-25.0004,127.8458,11/8/2000,203,100
-25.0019,127.8564,11/8/2000,203,100
-25.0033,127.8669,11/8/2000,203,50
-25.0097,127.8443,11/8/2000,203,100
-25.0112,127.8549,11/8/2000,203,100
-25.0165,127.848,11/8/2000,203,99
-25.0294,127.8028,11/8/2000,203,66
-25.0415,127.8224,11/8/2000,203,93
-25.043,127.833,11/8/2000,203,100
-25.4468,127.7547,11/8/2000,203,61
-25.4813,127.7537,11/8/2000,203,71
-25.2788,125.428,11/8/2000,203,91
-25.2878,125.4264,11/8/2000,203,84
-25.3163,125.4352,11/8/2000,203,93
-25.3178,125.4452,11/8/2000,203,82
-25.3253,125.4336,11/8/2000,203,87
-25.3268,125.4436,11/8/2000,203,81
-25.3539,125.4387,11/8/2000,203,75
-25.3554,125.4487,11/8/2000,203,64
-25.393,125.4522,11/8/2000,203,57
-26.3786,131.9875,11/8/2000,203,77
-26.3806,132.0067,11/8/2000,203,83
-26.3928,132.0053,11/8/2000,203,19
-26.4091,131.9254,11/8/2000,203,82
-26.4111,131.9441,11/8/2000,203,68
-26.4029,131.9397,11/8/2000,203,46
-26.4151,131.938,11/8/2000,203,58
-26.454,127.9593,11/8/2000,203,62
-27.8628,129.9433,11/8/2000,204,95
-27.8644,129.9582,11/8/2000,204,100
-27.8735,129.9417,11/8/2000,204,83
-27.8752,129.9566,11/8/2000,204,91
-27.2356,123.2067,11/8/2000,204,58
-32.5573,116.0779,11/8/2000,205,0
-28.6361,151.2133,11/8/2000,1231,71
-27.3657,152.4303,11/8/2000,1232,85
-15.8762,145.0538,11/8/2000,1235,31
-27.8386,129.9572,11/8/2000,1410,94
-27.8246,129.9901,11/8/2000,1410,23
-27.8261,129.9787,11/8/2000,1410,23
-27.8137,130,11/8/2000,1410,94
-26.5931,132.1281,11/8/2000,1410,75
-26.5841,132.1265,11/8/2000,1410,84
-26.3901,131.9399,11/8/2000,1411,85
-26.3915,131.93,11/8/2000,1411,100
-26.4529,127.9521,11/8/2000,1411,25
-25.8822,126.706,11/8/2000,1411,53
-25.2255,129.1629,11/8/2000,1411,76
-25.227,129.1513,11/8/2000,1411,86
-25.1447,129.7309,11/8/2000,1411,31
-25.1461,129.7201,11/8/2000,1411,100
-25.1353,129.7294,11/8/2000,1411,100
-25.1367,129.7185,11/8/2000,1411,100
-25.1394,129.6971,11/8/2000,1411,17
-25.1408,129.6861,11/8/2000,1411,100
-25.1422,129.675,11/8/2000,1411,100
-25.131,129.7229,11/8/2000,1411,100
-25.1339,129.7012,11/8/2000,1411,68
-25.1352,129.6906,11/8/2000,1411,92
-25.1367,129.6797,11/8/2000,1411,100
-25.1183,129.5984,11/8/2000,1411,20
-25.1197,129.5874,11/8/2000,1411,70
-25.1211,129.5764,11/8/2000,1411,71
-25.1427,129.33,11/8/2000,1411,34
-25.1331,129.3285,11/8/2000,1411,55
-25.1313,128.5175,11/8/2000,1411,29
-25.0161,129.1946,11/8/2000,1411,43
-25.0036,129.2158,11/8/2000,1411,60
-25.005,129.2044,11/8/2000,1411,83
-24.9939,129.2143,11/8/2000,1411,52
-25.0763,128.5538,11/8/2000,1411,84
-25.0778,128.5415,11/8/2000,1411,37
-25.0663,128.5523,11/8/2000,1411,98
-25.0548,128.5632,11/8/2000,1411,100
-25.0563,128.5509,11/8/2000,1411,100
-25.0434,128.5739,11/8/2000,1411,44
-25.0334,128.5724,11/8/2000,1411,100
-25.0349,128.5602,11/8/2000,1411,100
-25.0235,128.5709,11/8/2000,1411,100
-25.025,128.5587,11/8/2000,1411,100
-24.9937,128.3974,11/8/2000,1411,62
-24.9576,128.4421,11/8/2000,1411,45
-24.9244,128.5498,11/8/2000,1411,58
-24.9087,128.5971,11/8/2000,1411,93
-24.9101,128.5849,11/8/2000,1411,100
-24.913,128.5605,11/8/2000,1411,70
-24.9145,128.5483,11/8/2000,1411,98
-24.909,128.5913,11/8/2000,1411,100
-24.9135,128.5548,11/8/2000,1411,100
-24.9036,128.5534,11/8/2000,1411,100
-24.9051,128.5412,11/8/2000,1411,11
-24.9423,127.6088,11/8/2000,1411,20
-24.9379,127.6016,11/8/2000,1411,86
-24.9273,127.6001,11/8/2000,1411,63
-24.7215,128.8003,11/8/2000,1411,61
-24.723,128.7885,11/8/2000,1411,65
-24.7275,128.6682,11/8/2000,1411,84
-24.8471,127.6449,11/8/2000,1411,73
-24.6765,128.9069,11/8/2000,1411,33
-24.678,128.8952,11/8/2000,1411,33
-24.6795,128.8836,11/8/2000,1411,21
-24.6912,128.7899,11/8/2000,1411,100
-24.6942,128.7664,11/8/2000,1411,82
-24.6653,128.917,11/8/2000,1411,25
-24.6727,128.8588,11/8/2000,1411,100
-24.677,128.8237,11/8/2000,1411,13
-24.6785,128.812,11/8/2000,1411,89
-24.6814,128.7885,11/8/2000,1411,100
-24.6829,128.7767,11/8/2000,1411,100
-24.6844,128.765,11/8/2000,1411,15
-24.6542,128.9272,11/8/2000,1411,100
-24.6556,128.9156,11/8/2000,1411,52
-24.6629,128.8573,11/8/2000,1411,19
-24.6644,128.8456,11/8/2000,1411,31
-24.6673,128.8222,11/8/2000,1411,42
-24.6716,128.787,11/8/2000,1411,100
-24.8075,127.6614,11/8/2000,1411,100
-24.6444,128.9257,11/8/2000,1411,100
-24.6531,128.8559,11/8/2000,1411,84
-24.6546,128.8442,11/8/2000,1411,26
-24.8001,127.6325,11/8/2000,1411,100
-24.6448,128.8427,11/8/2000,1411,63
-24.6463,128.831,11/8/2000,1411,18
-24.5923,128.5256,11/8/2000,1411,89
-24.5937,128.5134,11/8/2000,1411,94
-24.6801,127.7883,11/8/2000,1411,82
-24.6697,127.7869,11/8/2000,1411,62
-24.5654,128.4969,11/8/2000,1411,84
-24.5988,128.1422,11/8/2000,1411,45
-24.705,127.1612,11/8/2000,1411,76
-24.6941,127.1597,11/8/2000,1411,66
-24.5786,127.8761,11/8/2000,1411,53
-24.5484,128.0439,11/8/2000,1411,87
-24.5499,128.0311,11/8/2000,1411,54
-24.5514,128.0182,11/8/2000,1411,100
-24.5397,128.0296,11/8/2000,1411,93
-24.5412,128.0167,11/8/2000,1411,100
-24.5427,128.0039,11/8/2000,1411,14
-24.5325,128.0023,11/8/2000,1411,54
-24.5049,127.9919,11/8/2000,1411,67
-24.5067,127.7112,11/8/2000,1411,64
-21.6239,129.8852,11/8/2000,1412,94
-21.6253,129.8753,11/8/2000,1412,100
-21.6266,129.8654,11/8/2000,1412,77
-21.628,129.8556,11/8/2000,1412,77
-21.5616,130.1362,11/8/2000,1412,80
-21.3289,129.6175,11/8/2000,1412,87
-21.3303,129.6075,11/8/2000,1412,84
-21.3121,129.5331,11/8/2000,1412,69
-21.2381,129.7494,11/8/2000,1412,73
-19.0641,134.2804,11/8/2000,1412,66
-19.0663,134.2673,11/8/2000,1412,100
-19.285,129.9266,11/8/2000,1412,100
-19.2863,129.9171,11/8/2000,1412,54
-19.2972,129.7725,11/8/2000,1412,70
-19.2855,129.7902,11/8/2000,1412,99
-19.253,129.8923,11/8/2000,1413,74
-18.4767,131.3852,11/8/2000,1413,67
-18.4713,131.3683,11/8/2000,1413,51
-18.3434,131.4206,11/8/2000,1413,60
-18.3449,131.4108,11/8/2000,1413,71
-18.3463,131.401,11/8/2000,1413,58
-18.166,128.7815,11/8/2000,1413,83
-18.1489,128.8391,11/8/2000,1413,100
-18.1502,128.8293,11/8/2000,1413,100
-18.1515,128.8195,11/8/2000,1413,80
-18.1542,128.7998,11/8/2000,1413,85
-18.1555,128.79,11/8/2000,1413,100
-18.1568,128.7801,11/8/2000,1413,84
-18.1384,128.8476,11/8/2000,1413,100
-18.1397,128.8378,11/8/2000,1413,100
-18.141,128.8279,11/8/2000,1413,100
-18.1423,128.8181,11/8/2000,1413,100
-18.1437,128.8083,11/8/2000,1413,100
-18.145,128.7984,11/8/2000,1413,100
-18.1332,128.8167,11/8/2000,1413,99
-17.8067,128.793,11/8/2000,1413,100
-17.5894,130.0884,11/8/2000,1413,68
-17.4078,130.2007,11/8/2000,1413,95
-17.4091,130.1913,11/8/2000,1413,80
-17.3961,130.218,11/8/2000,1413,76
-17.8248,127.0436,11/8/2000,1413,76
-17.8266,126.949,11/8/2000,1413,63
-17.3875,130.1496,11/8/2000,1413,31
-17.3614,130.1395,11/8/2000,1413,55
-17.7874,126.938,11/8/2000,1413,68
-17.789,126.926,11/8/2000,1413,68
-17.1619,131.0667,11/8/2000,1413,78
-17.1633,131.057,11/8/2000,1413,70
-17.1528,131.0652,11/8/2000,1413,80
-17.1542,131.0555,11/8/2000,1413,87
-18.0491,124.0587,11/8/2000,1413,73
-17.1207,130.9747,11/8/2000,1413,41
-17.1087,130.9925,11/8/2000,1413,100
-17.1102,130.9829,11/8/2000,1413,88
-17.1116,130.9733,11/8/2000,1413,100
-17.6444,127.101,11/8/2000,1413,39
-17.6459,127.0896,11/8/2000,1413,74
-17.6474,127.0781,11/8/2000,1413,65
-17.5139,127.2498,11/8/2000,1413,53
-17.5055,127.2371,11/8/2000,1413,42
-17.475,127.2268,11/8/2000,1413,87
-17.4652,127.2258,11/8/2000,1413,88
-17.5023,126.9395,11/8/2000,1413,70
-17.4327,127.3225,11/8/2000,1413,67
-17.4765,126.9827,11/8/2000,1413,83
-17.4779,126.9712,11/8/2000,1413,71
-17.3891,127.5826,11/8/2000,1413,1
-17.3961,127.5289,11/8/2000,1413,50
-17.3851,127.5382,11/8/2000,1413,25
-17.348,127.5985,11/8/2000,1413,37
-17.345,127.5923,11/8/2000,1413,62
-17.355,127.5173,11/8/2000,1413,84
-17.3454,127.516,11/8/2000,1413,71
-17.3358,127.5145,11/8/2000,1413,49
-16.4577,130.4105,11/8/2000,1413,97
-16.4487,130.4091,11/8/2000,1413,89
-16.4501,130.3997,11/8/2000,1413,59
-16.4129,130.3397,11/8/2000,1413,16
-16.4143,130.3304,11/8/2000,1413,95
-16.4066,130.3195,11/8/2000,1413,54
-16.3922,130.3556,11/8/2000,1413,38
-16.3935,130.3462,11/8/2000,1413,62
-16.3845,130.3448,11/8/2000,1413,38
-16.6684,127.0122,11/8/2000,1413,79
-16.6698,127.0007,11/8/2000,1413,88
-16.6713,126.9896,11/8/2000,1413,100
-16.6742,126.9671,11/8/2000,1413,75
-16.6757,126.9557,11/8/2000,1413,76
-16.6542,127.044,11/8/2000,1413,73
-16.6557,127.0329,11/8/2000,1413,74
-15.9076,131.2151,11/8/2000,1413,91
-15.8998,131.2038,11/8/2000,1413,77
-15.8766,131.1694,11/8/2000,1413,85
-15.878,131.1596,11/8/2000,1413,80
-15.8688,131.1581,11/8/2000,1413,100
-15.8596,131.1568,11/8/2000,1413,94
-15.843,131.2043,11/8/2000,1413,80
-15.8444,131.1945,11/8/2000,1413,88
-15.8459,131.1847,11/8/2000,1413,100
-15.8474,131.1749,11/8/2000,1413,89
-15.8489,131.1651,11/8/2000,1413,93
-16.4933,126.2391,11/8/2000,1413,75
-14.7963,127.484,11/8/2000,1414,80
-14.9522,126.1215,11/8/2000,1414,75
-14.9538,126.1096,11/8/2000,1414,65
-14.9553,126.0977,11/8/2000,1414,58
-14.321,127.68,11/8/2000,1414,98
-14.3223,127.6702,11/8/2000,1414,72
-14.3032,127.6911,11/8/2000,1414,100
-14.3046,127.6813,11/8/2000,1414,100
-14.3059,127.6715,11/8/2000,1414,100
-14.2953,127.6799,11/8/2000,1414,100
-14.2966,127.6702,11/8/2000,1414,100
-14.298,127.6603,11/8/2000,1414,100
-14.2993,127.6505,11/8/2000,1414,96
-14.2847,127.6884,11/8/2000,1414,100
-14.286,127.6786,11/8/2000,1414,100
-14.2874,127.6688,11/8/2000,1414,100
-14.2887,127.6589,11/8/2000,1414,100
-14.2901,127.6491,11/8/2000,1414,100
-14.2914,127.6393,11/8/2000,1414,100
-14.2927,127.6294,11/8/2000,1414,83
-14.2781,127.6674,11/8/2000,1414,100
-14.2794,127.6576,11/8/2000,1414,100
-14.2808,127.6477,11/8/2000,1414,100
-14.2821,127.6379,11/8/2000,1414,100
-14.2835,127.628,11/8/2000,1414,100
-14.2848,127.6181,11/8/2000,1414,100
-14.2861,127.6083,11/8/2000,1414,100
-14.2715,127.6463,11/8/2000,1414,100
-14.2729,127.6365,11/8/2000,1414,100
-14.2755,127.6167,11/8/2000,1414,100
-14.2768,127.607,11/8/2000,1414,100
-14.2782,127.5971,11/8/2000,1414,13
-14.2583,127.6745,11/8/2000,1414,100
-14.2596,127.6647,11/8/2000,1414,100
-14.2609,127.6548,11/8/2000,1414,100
-14.2622,127.6449,11/8/2000,1414,100
-14.2636,127.6351,11/8/2000,1414,100
-14.2649,127.6252,11/8/2000,1414,100
-14.2689,127.5957,11/8/2000,1414,76
-14.2702,127.5858,11/8/2000,1414,61
-14.249,127.6731,11/8/2000,1414,100
-14.2503,127.6633,11/8/2000,1414,100
-14.2516,127.6534,11/8/2000,1414,100
-14.253,127.6436,11/8/2000,1414,100
-14.2543,127.6337,11/8/2000,1414,100
-14.2556,127.6239,11/8/2000,1414,100
-14.2596,127.5943,11/8/2000,1414,87
-14.2609,127.5844,11/8/2000,1414,100
-14.2397,127.6717,11/8/2000,1414,42
-14.241,127.6619,11/8/2000,1414,100
-14.2424,127.652,11/8/2000,1414,99
-14.2437,127.6422,11/8/2000,1414,65
-14.2318,127.6605,11/8/2000,1414,79
-14.2344,127.6408,11/8/2000,1414,70
-14.2357,127.631,11/8/2000,1414,73
-14.2212,127.669,11/8/2000,1414,100
-14.2225,127.6591,11/8/2000,1414,100
-14.2238,127.6493,11/8/2000,1414,100
-14.2251,127.6395,11/8/2000,1414,60
-14.2154,127.6622,11/8/2000,1414,100
-14.2168,127.6524,11/8/2000,1414,100
-14.2181,127.6426,11/8/2000,1414,100
-14.2195,127.6328,11/8/2000,1414,100
-14.2208,127.6229,11/8/2000,1414,100
-14.2222,127.6131,11/8/2000,1414,100
-14.2262,127.5835,11/8/2000,1414,100
-14.2048,127.6707,11/8/2000,1414,100
-14.2062,127.6609,11/8/2000,1414,100
-14.2075,127.6511,11/8/2000,1414,100
-14.2088,127.6413,11/8/2000,1414,100
-14.2102,127.6314,11/8/2000,1414,100
-14.2115,127.6216,11/8/2000,1414,100
-14.2129,127.6117,11/8/2000,1414,100
-14.2169,127.5822,11/8/2000,1414,97
-14.2183,127.5723,11/8/2000,1414,87
-14.1956,127.6693,11/8/2000,1414,100
-14.1969,127.6595,11/8/2000,1414,100
-14.1982,127.6497,11/8/2000,1414,100
-14.1996,127.6399,11/8/2000,1414,100
-14.2009,127.6301,11/8/2000,1414,100
-14.2023,127.6202,11/8/2000,1414,100
-14.2036,127.6103,11/8/2000,1414,100
-14.1876,127.6582,11/8/2000,1414,100
-14.189,127.6484,11/8/2000,1414,100
-14.1903,127.6385,11/8/2000,1414,100
-14.1916,127.6287,11/8/2000,1414,100
-14.193,127.6188,11/8/2000,1414,100
-14.1943,127.609,11/8/2000,1414,100
-14.1824,127.6273,11/8/2000,1414,21
-14.1837,127.6175,11/8/2000,1414,100
-14.185,127.6077,11/8/2000,1414,100
-14.1864,127.5978,11/8/2000,1414,100
-14.1757,127.6063,11/8/2000,1414,100
-14.1771,127.5965,11/8/2000,1414,100
-14.1665,127.605,11/8/2000,1414,100
-14.1678,127.5951,11/8/2000,1414,100
-14.1691,127.5853,11/8/2000,1414,100
-14.1705,127.5754,11/8/2000,1414,100
-14.1718,127.5655,11/8/2000,1414,100
-14.1731,127.5557,11/8/2000,1414,100
-14.1744,127.5458,11/8/2000,1414,67
-14.1625,127.5642,11/8/2000,1414,96
-14.1638,127.5543,11/8/2000,1414,100
-14.1651,127.5444,11/8/2000,1414,100
-14.1665,127.5345,11/8/2000,1414,100
-14.1558,127.543,11/8/2000,1414,93
-14.1572,127.5331,11/8/2000,1414,100
-14.1585,127.5232,11/8/2000,1414,100
-14.1479,127.5318,11/8/2000,1414,98
-14.1492,127.5219,11/8/2000,1414,100
-14.1505,127.5119,11/8/2000,1414,83
-14.1518,127.502,11/8/2000,1414,87
-14.145,127.5049,11/8/2000,1414,73
-14.1464,127.495,11/8/2000,1414,100
-14.1478,127.485,11/8/2000,1414,90
-14.1371,127.4936,11/8/2000,1414,80
-14.1384,127.4837,11/8/2000,1414,91
-14.1398,127.4737,11/8/2000,1414,100
-14.1412,127.4637,11/8/2000,1414,100
-13.4376,131.5304,11/8/2000,1414,76
-13.4392,131.5198,11/8/2000,1414,71
-22.6577,115.4693,11/8/2000,1550,83
-22.6636,115.4401,11/8/2000,1550,79
-22.6429,115.4658,11/8/2000,1550,53
-22.622,115.4916,11/8/2000,1550,29
